Transcript	Gene	sw480-1	sw480-2	sw480-3	sw480_APC_1	sw480_APC_2	sw480_APC_3	sw480_CONTROL_1	sw480_CONTROL_2	sw480_CONTROL_3
NM_004267	CHST2	3.351424456	2.847338438	2.72795558	3.272704363	3.303569555	3.071516514	1.114416838	1.133566499	1.161309242
NM_173653	SLC9A9	0	0	0.013128857	0.013097848	0.042023323	0.014183843	0	0	0.025230542
NR_048544	SLC9A9-AS1	0	0	0	0	0	0	0	0	0
NM_173552	C3orf58	2.09655714	2.196966648	2.000955343	2.410746813	2.356567621	2.291685343	1.84442091	1.967987061	1.859641552
NM_001134470	C3orf58	2.343744993	2.431534052	2.324213028	2.500310183	2.68894887	2.556356907	2.166140079	2.313979626	2.125663757
NM_000935	PLOD2	0.096715838	0.10828682	0.095332064	0.285320669	0.228856757	0.205985159	0	0.01348925	0
NM_182943	PLOD2	0.095214702	0.118451208	0.093852408	0.280892193	0.225304648	0.202788055	0	0.013279882	0
NM_001128304	PLSCR4	0	0.028026434	0.013878859	0.08307647	0.074039929	0.089964665	0.013852903	0	0.013335933
NM_001128305	PLSCR4	0	0.028340315	0.014034295	0.070005737	0.074869141	0.09097223	0.014008048	0	0.013485289
NM_001128306	PLSCR4	0	0.015841629	0.015689742	0.078263409	0.066960394	0.101703055	0.015660398	0	0.015075975
NM_001177304	PLSCR4	0	0.015989142	0.015835838	0.078992173	0.067583904	0.102650069	0.015806222	0	0.015216358
NM_020353	PLSCR4	0	0.029094914	0.014407977	0.086243674	0.076862626	0.093394481	0.014381032	0	0.013844353
NM_001199978	PLSCR2	0	0	0	0	0.031793613	0	0	0	0.02863303
NM_001199979	PLSCR2	0	0	0	0	0	0	0	0	0
NM_021105	PLSCR1	7.978728294	8.832675934	8.144680023	16.59481812	17.01202965	17.34224892	9.828458786	9.512301445	8.840558052
NM_001085420	PLSCR5	0	0	0	0	0	0	0	0	0
NM_001168378	ZIC4	0	0	0	0	0	0	0	0	0
NM_001168379	ZIC4	0	0	0	0	0	0	0	0	0
NM_001243256	ZIC4	0	0	0	0	0	0	0	0	0
NM_032153	ZIC4	0	0	0	0	0	0	0	0	0
NR_033118	ZIC4	0	0	0	0	0	0	0	0	0
NR_033119	ZIC4	0	0	0	0	0	0	0	0	0
NR_040762	ZIC4	0	0	0	0	0	0	0	0	0
NM_003412	ZIC1	0	0	0	0	0	0	0	0	0
NM_000685	AGTR1	0	0	0	0	0	0	0	0	0
NM_004835	AGTR1	0	0	0	0	0	0	0	0	0
NM_009585	AGTR1	0	0	0	0	0	0	0	0	0
NM_031850	AGTR1	0	0	0	0	0	0	0	0	0
NM_032049	AGTR1	0	0	0	0	0	0	0	0	0
NM_001871	CPB1	0	0	0	0	0	0	0	0	0
NM_001870	CPA3	0	0	0	0	0	0	0	0	0
NM_001184720	GYG1	25.29450417	24.5397377	24.86011887	26.31985664	28.09678268	28.3977375	25.92288589	25.89862061	26.51084709
NM_001184721	GYG1	24.41688156	23.44931984	24.01314354	25.17730904	27.10050774	27.58804131	25.13542938	24.75045395	25.92206764
NM_004130	GYG1	24.65651131	23.92078209	24.23308372	25.65600014	27.3881073	27.68147278	25.26904106	25.24538994	25.84217262
NM_003071	HLTF	0.045140684	0.026955344	0.062292762	0.053267684	0.0854524	0.009614052	0.053293936	0.030220358	0.04275424
NM_139048	HLTF	0.053510811	0.031953488	0.063294239	0.052620616	0.090042002	0	0.031587932	0.035823911	0.040545493
NR_046648	HLTF-AS1	0	0	0	0	0	0	0	0	0
NM_032383	HPS3	10.96217728	11.179986	11.17977715	10.74779415	10.0448103	11.38465977	12.10924149	11.80756378	12.37693214
NR_046371	CP	0.599043846	0.821416199	0.577351391	0.602168977	0.672002614	0.581217051	0.877504468	0.787230968	0.844757318
NM_000096	CP	0.974066556	1.031302929	0.990772486	0.784631848	0.882733166	1.13659668	1.009309649	1.167783618	0.952014506
NM_001184723	TM4SF18	0.039425645	0.013079256	0.012953853	0	0	0	0	0	0
NM_138786	TM4SF18	0.03762427	0.012481658	0.012361985	0	0	0	0	0	0
NM_014220	TM4SF1	29.08286858	27.23832893	32.55282593	38.48791885	41.8227272	40.09712601	23.61006546	24.03482819	23.35131264
NM_004617	TM4SF4	0	0	0	0	0	0	0	0	0
NM_001168278	WWTR1	14.02225685	14.1848402	13.97310257	24.67850876	27.22121239	26.8781147	13.49340916	12.10943127	13.69938564
NM_001168280	WWTR1	14.51130962	14.55808163	14.46633816	25.48537827	28.13378906	27.70183754	13.94269371	12.4983139	14.07510567
NM_015472	WWTR1	14.69222927	14.49056721	14.36094666	26.11755562	28.01147461	27.52845001	13.87859535	12.27129745	13.87075233
NR_040250	WWTR1-AS1	0.199156016	0.226522237	0.16826278	0.363708258	0.269290805	0.181783736	0.111965396	0.095235065	0.16168052
NM_016094	COMMD2	8.134151459	7.848894596	7.606602669	9.998541832	10.63831806	10.3278265	7.746276379	8.275993347	7.691778183
NM_001144960	ANKUB1	0	0	0.019255303	0	0	0	0	0	0
NM_007282	RNF13	16.3639679	16.70773506	16.69213295	12.38935757	12.73583126	12.79177189	15.61860561	14.51235771	14.86593342
NM_183381	RNF13	16.93028831	17.25279045	17.18720055	12.6649189	13.11872005	13.17576313	16.05899429	14.95423317	15.25186253
NM_002628	PFN2	94.83187866	95.16152191	95.12995911	141.9584656	146.6373901	147.7019196	137.4193726	134.8180389	138.4978485
NM_053024	PFN2	89.80623627	90.7480545	90.87284851	130.8554993	135.3866882	136.3311615	128.7985687	125.901741	131.1399384
NR_036538	LOC646903	0.639535904	1.199535608	0.921332896	0.628896713	0.646718383	0.942979932	0.895409584	0.960593939	0.955182791
NM_014779	TSC22D2	5.309699535	5.098762035	4.669909	4.304265976	4.864840508	4.594940186	4.78351593	5.008751392	4.80521965
NM_014445	SERP1	37.25257874	35.07427979	35.75881195	54.94927979	57.02082825	53.79646683	40.89138794	40.18937683	41.34158707
NM_032025	EIF2A	32.13164902	32.46192551	33.72200394	42.92553711	45.68497849	44.53509521	36.57514572	38.31159592	37.65192795
NM_016275	SELT	27.96140671	26.54696274	28.21627045	28.32658005	28.86781883	28.18408203	26.42030144	25.19079208	27.11248016
NM_152394	FAM194A	0	0.070257202	0.06958358	0.023139743	0.049494594	0	0	0.052511491	0
NM_005067	SIAH2	5.586945534	5.945690632	5.852333546	8.105012894	7.989372253	7.618542671	5.78696537	5.637188435	5.518612862
NM_052995	CLRN1	0	0	0	0	0	0	0	0	0
NM_001195794	CLRN1	0	0	0	0	0	0	0	0	0
NM_001256819	CLRN1	0	0	0	0	0	0	0	0	0
NM_174878	CLRN1	0	0	0	0	0	0	0	0	0
NR_046380	CLRN1	0	0	0	0	0	0	0	0	0
NR_024066	CLRN1-AS1	0	0	0	0	0	0	0	0	0
NM_053002	MED12L	0.672197938	0.729389966	0.671782911	0.578388512	0.446745008	0.56172204	0.46845004	0.473975956	0.504023254
NM_013308	GPR171	0	0	0	0	0	0	0	0	0
NM_001081455	P2RY14	0	0	0	0	0	0	0	0	0
NM_014879	P2RY14	0	0	0	0.019094009	0	0	0	0	0
NM_023915	GPR87	0	0	0	0	0.066894263	0.033867538	0	0	0
NM_176894	P2RY13	0	0	0	0	0	0	0	0	0
NM_022788	P2RY12	0	0	0	0	0	0	0	0	0
NM_176876	P2RY12	0	0	0	0	0	0	0	0	0
NM_001178145	IGSF10	0.085533924	0.085126325	0.168620273	0.117755398	0.053972591	0.054650988	0.050491475	0.0954374	0.06480962
NM_001178146	IGSF10	0.090433471	0.090002514	0.178279161	0.124500655	0.057064239	0.057781495	0.053383719	0.100904234	0.068522029
NM_178822	IGSF10	0.028181987	0.028047688	0.055557538	0.038798418	0.029638432	0.018006578	0.016636088	0.031445015	0.021353675
NR_049818	MIR5186	0	0	0	0	0	0	0	0	0
NR_031678	MIR548H2	0	0	0	0	0	0	0	0	0
NM_207365	AADACL2	0	0	0	0	0	0	0	0	0
NR_026915	LOC201651	0	0	0	0.036854841	0.039415203	0.039910622	0	0	0
NM_001086	AADAC	0	0	0	0	0	0	0	0	0
NM_033050	SUCNR1	0	0	0	0	0	0	0	0	0
NR_027037	MBNL1-AS1	0.218101859	0.224297911	0.229313418	0.243070036	0.244664907	0.247740179	0.143052846	0.202795506	0.165257201
NR_027038	MBNL1-AS1	0.217741385	0.231150687	0.236088634	0.264080226	0.24426055	0.247330725	0.142816424	0.202460349	0.171858415
NM_021038	MBNL1	17.97652817	18.5590477	18.64135551	20.49637413	21.84095383	21.59331894	18.27251053	17.76006126	19.09817123
NM_207292	MBNL1	17.94918633	18.46766281	18.61214066	20.44812393	21.81283569	21.57805443	18.21907043	17.73348999	19.05524635
NM_207293	MBNL1	21.1320591	21.92668915	22.00021553	24.19527435	25.8856163	25.5786972	21.65814209	20.94890976	22.56253242
NM_207294	MBNL1	21.17795753	21.84826279	21.97412491	24.18042564	25.91990662	25.69220734	21.70988655	20.94120598	22.36760712
NM_207295	MBNL1	21.18939209	21.93830299	21.98695755	24.21434784	25.92616272	25.68242645	21.75195313	20.9518261	22.3978405
NM_207296	MBNL1	20.77144814	21.63846588	21.64968109	23.79839706	25.26699448	25.02347374	21.41820145	20.68036842	22.33496094
NM_207297	MBNL1	21.2922287	22.10534096	22.17419815	24.35388565	26.0167942	25.73707581	21.74395752	21.10185623	22.72547722
NM_001123228	TMEM14E	0	0	0	0.036740832	0	0.039787158	0	0	0
NM_002563	P2RY1	0.031087233	0.015469545	0.030642448	0	0.065387636	0.033104759	0	0	0
NM_002886	RAP2B	4.974296093	5.019992352	5.193341732	4.495345116	4.571335316	4.505029202	5.724861145	5.852824211	6.267084122
NM_001101337	C3orf79	0	0	0	0.081906714	0	0	0	0	0
NR_037901	ARHGEF26-AS1	0.092974514	0.129544035	0	0.073142253	0.019555889	0.118810147	0.018294577	0.0829916	0.0352237
NM_001251962	ARHGEF26	1.305663705	1.473310709	1.10571754	0.696222603	0.531850159	0.724574566	1.565011382	1.487617135	1.436937809
NM_001251963	ARHGEF26	1.331440091	1.43786931	1.089004755	0.724288404	0.526334703	0.713952363	1.588645697	1.49613595	1.439923644
NM_015595	ARHGEF26	1.32406044	1.466229796	1.112106085	0.715201616	0.539343894	0.744713247	1.587062359	1.498173714	1.457184196
NM_001114397	DHX36	21.60326576	22.09305954	21.70778275	22.40191078	23.44573021	23.98546791	24.75679016	25.05607986	24.64058113
NM_020865	DHX36	21.60618591	21.92929268	21.81134796	22.41762543	23.46849632	24.01991844	24.67943954	25.09305191	24.65809059
NM_001038705	GPR149	0	0	0	0	0	0	0	0	0
NM_000902	MME	0.008560971	0.025560524	0.016876968	0.008418553	0	0	0.050536215	0.038208786	0.016216759
NM_007287	MME	0.008597537	0.025669698	0.016949052	0.00845451	0	0	0.050752062	0.038371984	0.016286025
NM_007288	MME	0.008527725	0.02546126	0.016811427	0.008385859	0	0	0.050339956	0.038060401	0.016153781
NM_007289	MME	0.008460519	0.025260601	0.016678937	0.008319771	0	0	0.049943227	0.037760451	0.016026475
NR_037902	LOC100507537	0	0	0	0	0	0	0	0	0
NM_001130960	PLCH1	0.344800591	0.298397779	0.302925199	0.287467778	0.291672498	0.311302871	0.294984043	0.217452139	0.283975691
NM_001130961	PLCH1	0.343309075	0.297107041	0.301614851	0.286224276	0.290410817	0.309956282	0.293708056	0.216511518	0.282747328
NM_014996	PLCH1	0.362637073	0.313833863	0.318595469	0.302338421	0.306760669	0.327406526	0.310243517	0.228700891	0.298665702
NM_173657	C3orf33	2.076485395	1.767806053	1.7508564	2.238755226	2.025933266	2.664153099	2.190631151	2.065678596	2.298442125
NM_001190992	SLC33A1	9.117245674	9.07379818	8.22817421	7.432498932	7.928091526	7.607441425	7.921551704	8.279225349	8.354880333
NM_004733	SLC33A1	8.127671242	8.038462639	7.448962212	6.546087265	6.947514057	6.56224966	7.035834312	7.370993614	7.42177248
NM_003875	GMPS	75.49351501	74.48774719	78.87275696	70.0982666	72.44434357	77.20908356	86.79517365	85.30989838	84.30130768
NM_172160	KCNAB1	0.091027431	0.129419506	0.140996516	0.051150359	0.123083651	0.069239296	0.127938926	0.130586103	0.135480881
NM_003471	KCNAB1	0.088179119	0.125369862	0.13658461	0.049549822	0.119232282	0.067072742	0.12393561	0.126499981	0.131241575
NR_046617	KCNAB1-AS2	0	0	0	0	0	0	0	0	0
NM_172159	KCNAB1	0.074848808	0.106417313	0.115936697	0.042059224	0.101207562	0.05693315	0.105199881	0.107376575	0.111401379
NR_046618	KCNAB1-AS1	0	0	0	0	0	0	0	0	0
NM_007107	SSR3	56.85083389	57.40797806	60.84283447	50.13942337	53.37658691	50.22650909	71.4602356	73.52920532	75.17164612
NR_027954	TIPARP-AS1	0.740885913	0.62391603	0.730285585	1.046138406	0.679280639	0.930578232	0.485946536	0.614702404	0.521789968
NM_015508	TIPARP	15.24871635	16.17745399	16.35294724	19.87166977	18.79564857	21.20040894	17.13553619	17.34841347	17.52848434
NM_001184717	TIPARP	14.62895107	15.63337612	15.84195137	19.01158714	18.23495865	20.47547722	16.66642189	16.83324623	17.02223206
NM_001184718	TIPARP	16.3567791	17.47983742	17.71304893	21.24415016	20.37489891	22.85193634	18.63489532	18.82142639	19.03273392
NR_038387	LOC730091	1.404263496	1.642506838	1.284283161	1.395138621	1.446385622	1.418316245	1.751904368	1.615314484	1.741372347
NR_003284	PA2G4P4	0.140485823	0.03495409	0.103856847	0.034537181	0.092341326	0.074801594	0.190048128	0.078375928	0.099794075
NM_001004316	LEKR1	0.131480142	0.037386738	0.074056558	0.129292861	0.138275027	0.180016771	0.036959026	0.104788184	0.017789885
NM_001193283	LEKR1	0.448233008	0.495663375	0.294546574	0.661164463	0.628530264	0.530358732	0.171497494	0.222280577	0.117926769
NR_034007	LOC339894	0.311519951	0.35773322	0.543265045	0.61267519	0.831649065	0.740029275	0.377216727	0.427801907	0.385835797
NR_034008	LOC100498859	0.061074033	0	0.060200207	0	0	0.065037668	0	0	0.115690485
NM_020307	CCNL1	21.22748566	22.09744263	22.08519363	22.30459595	22.75048828	23.70303154	21.80841637	20.50123215	20.94224739
NM_001167911	VEPH1	0.618110299	0.675474942	0.573427379	0.131100059	0.280415535	0.232314676	0.798912048	0.662631452	0.906846821
NM_001167912	VEPH1	0.597861648	0.653347075	0.554642498	0.12680535	0.283558041	0.224704295	0.772740543	0.640924394	0.87713939
NM_024621	VEPH1	0.604989886	0.657857537	0.574247479	0.154239923	0.306345373	0.22668162	0.826692581	0.650036752	0.944398761
NM_002852	PTX3	0	0	0	0	0	0.053090602	0	0	0
NM_001167915	VEPH1	1.277416229	1.155753493	1.316372991	0.314041346	0.580118835	0.370996118	1.428164244	1.230958939	1.649840713
NM_001167916	VEPH1	1.378304243	1.26885581	1.426513076	0.27107501	0.579813957	0.403632522	1.423845172	1.345653772	1.631796956
NM_001167917	VEPH1	1.801868796	1.696347833	1.872093081	0.335223049	0.717022955	0.570456386	1.77276659	1.793145537	2.121730804
NM_001099777	C3orf55	1.437525272	1.343967319	1.803400755	0.771060467	0.824627221	0.556661487	1.542881012	2.138623953	1.732853651
NM_001130001	C3orf55	0.667720258	0.564857543	0.789800107	0.328306109	0.316002607	0.142210901	0.755476177	1.08029592	0.885387957
NM_001130002	C3orf55	0.691933811	0.657334805	0.806040049	0.371139795	0.363846481	0.167463526	0.928306818	1.193166256	0.863875031
NM_001243729	C3orf55	1.468231678	1.272688627	1.867386818	0.745190501	0.796959937	0.554796815	1.351323485	2.060998678	1.839195132
NR_024016	C3orf55	1.696032047	1.579049826	2.157117367	0.753207803	1.093225002	0.640875101	2.422218323	2.991221905	2.38364315
NM_001163678	SHOX2	0.480769306	0.740869522	0.519751012	0.350765824	0.424064547	0.445909947	0.244131267	0.294173896	0.161576703
NM_003030	SHOX2	0.494637132	0.730961204	0.502334535	0.339011967	0.425618142	0.430967867	0.235950634	0.301040888	0.156162396
NM_006884	SHOX2	0.490608037	0.732405126	0.51381284	0.346758336	0.435343504	0.440815449	0.241342083	0.290812969	0.159730703
NM_001271834	RSRC1	11.70855522	12.15260887	13.4593811	11.45203781	12.14859009	11.76644993	11.51944923	12.78402233	11.86255836
NM_001271838	RSRC1	13.16775799	13.68561077	14.48540211	12.83942986	13.55611038	12.95734406	12.87308979	13.88646507	13.26096344
NM_016625	RSRC1	13.2592535	13.72502422	14.58605385	12.9011364	13.65030479	12.9878006	12.96253777	13.95174313	13.30011845
NM_001130156	MLF1	6.065581322	6.678875923	6.360422134	5.647405624	6.469533443	6.138559818	3.851439714	4.127926826	4.074406624
NM_001130157	MLF1	5.895474434	6.551561832	6.221804142	5.5515728	6.265878201	6.011875629	3.77119112	4.067715645	3.946147919
NM_001195432	MLF1	5.384762764	5.874033451	5.572160721	4.918301582	5.683200359	5.42813015	3.393603802	3.613492727	3.593656063
NM_001195433	MLF1	5.514790058	5.993452549	5.979474545	5.184432983	5.892591	5.5908041	3.776300907	3.913508415	3.698054075
NM_001195434	MLF1	5.783250809	6.426849842	6.103368282	5.445895195	6.146604061	5.897436142	3.699404478	3.990284204	3.871030807
NM_022443	MLF1	6.142905235	6.724995136	6.379390717	5.630807877	6.48344326	6.214494228	3.885229826	4.136972904	4.114262581
NM_024996	GFM1	35.89426804	34.47512436	35.05107117	33.87209702	34.12968826	33.05999374	36.46609879	36.62981415	36.66253662
NM_020169	LXN	0	0.04308185	0.042668782	0	0.045525264	0	0	0.048300214	0.040999629
NM_206963	RARRES1	0.06331528	0.031506781	0	0.031130992	0	0	0.062292673	0	0.029984001
NM_002888	RARRES1	0	0	0	0.053800557	0	0	0.053827073	0	0
NM_001167903	MFSD1	13.9871788	14.26318359	13.59615803	11.80770111	12.69589233	11.13682461	14.01532459	13.63783073	13.04391003
NM_022736	MFSD1	14.43969059	14.59478855	13.85004902	12.04743004	12.86287308	11.58705807	14.34733105	13.87512684	13.48259354
NM_001042705	IQCJ	0	0	0	0.0303552	0	0	0	0	0
NM_001042706	IQCJ	0	0	0	0.030948466	0	0	0	0	0
NM_001197100	IQCJ	0	0	0	0.032012057	0	0	0	0	0
NM_001197113	IQCJ-SCHIP1	8.231244087	6.982720852	6.993041992	9.693901062	9.955129623	9.516765594	6.748583794	6.341534615	6.682357788
NM_001197114	IQCJ-SCHIP1	8.510912895	7.219968796	7.230640411	10.02326488	10.29336929	9.840111732	6.977876186	6.556997776	6.909400463
NM_001197107	SCHIP1	7.756378651	6.60603857	6.597835541	9.075807571	9.333750725	8.87526989	6.347024441	6.012341976	6.233778954
NM_001197108	SCHIP1	7.618622303	7.308855534	6.91869688	8.892002106	10.40292358	9.629273415	7.274392605	6.856333256	7.026581764
NM_014575	SCHIP1	7.71483469	6.544641018	6.554314613	9.067664146	9.33056736	8.919705391	6.325192928	5.94368124	6.263122082
NR_037483	MIR3919	0	0	0	0	0	0	0	0	0
NM_001197109	SCHIP1	8.92454052	8.561676025	8.104640007	10.41619205	12.18610191	11.27983952	8.521305084	8.031586647	8.231017113
NM_000882	IL12A	0.066957124	0.066638045	0.06599912	0.625510693	0.492922246	0.392164081	0.197627068	0.298838794	0.28537786
NM_001168214	C3orf80	0.281087428	0.298397779	0.314007819	0.534395218	0.492689997	0.299329668	0.073746011	0.209088609	0.17748481
NM_001190241	IFT80	9.232825279	9.52876091	9.132288933	8.87980175	9.766105652	9.491029739	9.367242813	8.027098656	8.835700989
NM_001190242	IFT80	9.824492455	10.12440109	9.626693726	9.181427956	10.41771317	9.967429161	9.917173386	8.331647873	9.162116051
NM_020800	IFT80	9.468942642	9.870445251	9.46616745	9.145932198	10.17067814	9.844521523	9.724411964	8.337070465	9.159617424
NM_001002800	SMC4	83.74977112	85.46188354	85.27441406	71.11977386	76.03081512	73.74356079	83.92762756	81.00183868	84.15312958
NM_005496	SMC4	81.7025528	83.26224518	83.1494751	69.46353912	74.04866028	71.79273224	81.7064743	78.78687286	81.87294769
NR_029663	MIR15B	0	0	0	0	0	0	0	0	0
NR_029525	MIR16-2	0	0	0	0	0	0	0	0	0
NM_173084	TRIM59	3.464927197	3.659289598	3.550492048	6.581698895	7.353528976	6.636325836	3.261815071	3.295929193	4.025452614
NM_002268	KPNA4	18.11137962	17.32912254	18.67407608	15.22346687	16.31500626	16.21648216	20.14743042	20.04633904	20.14448166
NR_003001	SCARNA7	0.146392599	0	0	0	0	0	0.144028202	0	0
NM_025047	ARL14	0.037507422	0	0	0.110650375	0.197229028	0.279591262	0.036901638	0	0
NM_139245	PPM1L	1.233031869	1.290087104	1.090734839	1.461241484	1.911882401	1.919079423	0.606558561	0.42332232	0.419226587
NM_001038628	B3GALNT1	1.207407236	1.333703279	1.347072601	0	0	0.014129304	0.078323498	0.325698137	0.226201758
NM_003781	B3GALNT1	1.310385823	1.463536382	1.420801044	0	0	0.015504759	0.085948117	0.341158509	0.248221993
NM_033167	B3GALNT1	1.265016079	1.412864089	1.385462999	0	0	0.014967935	0.082972318	0.329346508	0.239627734
NM_033168	B3GALNT1	1.319032311	1.432087183	1.403581858	0	0	0.015961772	0.088481493	0.317765385	0.241341889
NM_033169	B3GALNT1	1.262419462	1.446324944	1.432457685	0	0	0.015631964	0.086653255	0.360336363	0.250258446
NM_015938	NMD3	27.27152824	28.14615822	28.31267738	34.6716423	37.45280838	35.4720192	32.21469879	32.20746231	34.40055466
NM_001040100	SPTSSB	1.361717939	1.313529372	1.156386971	0.329615921	0.550804377	0.513109386	0.803834796	0.63112843	0.615101099
NM_001080440	OTOL1	0	0	0	0	0	0	0	0	0
NR_033945	CT64	0	0	0	0	0	0	0	0	0
NM_001041	SI	0	0	0	0	0	0	0	0	0
NM_014926	SLITRK3	0	0	0	0	0	0	0	0	0
NM_000055	BCHE	0	0	0	0	0	0	0	0	0
NM_001199201	ZBBX	0	0	0.014167916	0	0	0	0	0	0
NM_001199202	ZBBX	0	0	0.014918034	0	0	0	0	0	0
NM_024687	ZBBX	0	0	0.014678905	0	0	0	0	0	0
NM_006217	SERPINI2	0	0	0	0	0	0	0	0	0
NM_178824	WDR49	0.01863076	0	0	0	0.019593598	0	0	0	0
NM_007217	PDCD10	29.89951897	32.26465225	31.3592453	32.50751114	36.4264183	30.73093224	34.40751648	31.11232758	31.81890678
NM_145859	PDCD10	35.58466339	38.59049606	37.48049927	38.01948166	43.18724442	36.21521759	40.69720078	37.02431488	37.57859802
NM_145860	PDCD10	37.61909866	40.62362289	39.07659531	40.45766068	45.6105957	37.9475441	43.02737045	38.76681519	39.54233932
NM_001122752	SERPINI1	0.374492705	0.200688973	0.198764786	0.538230121	0.302958816	0.460150212	0.141709313	0.064285085	0.05456838
NM_005025	SERPINI1	0.354101479	0.176207021	0.174517572	0.447699517	0.266001046	0.404016703	0.124422282	0.05644298	0.04791161
NR_033843	LOC646168	0.018039418	0	0	0.017739318	0.018971695	0	0	0	0
NM_014498	GOLIM4	15.20099926	14.94220638	15.48687458	13.2072401	13.40868282	12.79775429	15.25694084	15.13767624	14.89716721
NR_021485	EGFEM1P	0	0.012514146	0	0	0.026447788	0.026780218	0	0	0.011909315
NR_030294	MIR551B	0	0	0	0	0	0	0	0	0
NM_001105077	MECOM	0.019718187	0	0.009718033	0.387803197	0.49769336	0.314968139	0.019399717	0.01100062	0.009337874
NM_001105078	MECOM	0.019754473	0	0.009735917	0.398229718	0.498609215	0.326065987	0.019435417	0.011020864	0.009355058
NM_001163999	MECOM	0.02008296	0	0.00989781	0.394977272	0.506900311	0.320794821	0.019758599	0.011204124	0.009510619
NM_001164000	MECOM	0.016832599	0	0.008295882	0.364156663	0.469116479	0.30472526	0.016560735	0.009390774	0.007971357
NM_001205194	MECOM	0.018598482	0.009254926	0.018332381	0.365781635	0.469431669	0.306985289	0.027447145	0.010375946	0.008807619
NM_004991	MECOM	0.017462339	0.008689562	0.017212495	0.352022678	0.46830219	0.297529995	0.025770454	0.009742101	0.00826958
NM_005241	MECOM	0.019983271	0	0.009848679	0.393016696	0.50438416	0.319202423	0.019660519	0.011148509	0.009463409
NR_001566	TERC	1.285398483	0.319818258	0.739087641	3.37070632	4.168135643	3.650185108	0.316159457	0.717113614	0.304360867
NM_032487	ACTRT3	2.243030071	2.016308069	1.854334593	2.371737003	2.46040988	2.79954195	1.494930744	1.372468829	1.621890545
NM_001185118	MYNN	4.761646748	4.837496758	4.862094879	5.514472008	6.24782753	5.90460062	4.729020119	4.489409447	4.535489082
NM_018657	MYNN	4.812725544	4.889578819	4.869651318	5.557292938	6.29805088	5.921004772	4.761898518	4.535991669	4.575558662
NR_033702	MYNN	4.74685812	4.724237442	4.688151836	5.338670254	6.230392456	5.85097456	4.651804447	4.378970623	4.49590683
NR_033703	MYNN	4.706081867	4.739302635	4.785718918	5.470875263	6.125361443	5.815325737	4.510883331	4.471124172	4.395501614
NM_001185119	MYNN	5.05670166	5.002648354	5.043689251	5.653348923	6.626436234	6.14345932	4.935545921	4.746602535	4.751358509
NM_001172779	LRRC34	4.568403721	4.128552437	3.881931782	6.712789536	7.179136753	6.76610899	4.649606228	3.691186428	4.650159836
NM_153353	LRRC34	4.459770203	4.052559853	3.849879265	6.673706532	7.224734783	6.755079269	4.524005413	3.708925247	4.486356258
NM_001172780	LRRC34	4.689248085	4.487405777	4.342794895	6.840848446	7.939314842	7.133678436	4.993745804	4.139753819	4.685371876
NM_001080460	LRRIQ4	0.052971009	0	0	0.052089795	0	0.028204383	0.078173205	0	0
NM_024727	LRRC31	0	0	0	0	0	0	0	0	0
NM_182610	SAMD7	0	0	0	0	0	0	0	0	0
NR_027622	LOC100128164	0.024030622	0.039860174	0.0236868	0.070892558	0.025272524	0.025590181	0.031523332	0	0.015173465
NR_024409	LOC100128164	0.055592131	0	0.027398368	0.082000963	0.058465131	0.029599998	0.082041383	0.062028818	0.026326574
NM_003262	SEC62	16.51432037	15.90639114	16.02324104	16.2395916	19.12320137	18.05797958	17.53374481	17.34687614	17.34808922
NM_014373	GPR160	1.031947851	1.098683476	0.567730129	3.469133854	3.382032156	3.986780167	0.661113083	0.455216944	0.863741815
NM_024947	PHC3	4.349843025	4.818558216	4.922668457	4.449928761	4.342101574	4.591545105	4.684667587	3.943191528	4.390687466
NM_002740	PRKCI	18.04190063	18.05436707	17.23777008	17.82929993	20.34744644	19.51826477	18.85017967	17.40481186	18.40903473
NM_001145098	SKIL	6.402384758	7.174631119	6.736706734	5.644334316	6.097046375	6.096990585	5.710885525	5.25530529	5.559153557
NM_005414	SKIL	6.583091736	7.146117687	6.746871948	5.800483704	6.189336777	6.195671082	5.74392271	5.301202297	5.561347008
NM_001145097	SKIL	6.522953987	7.050456524	6.686001778	5.734630108	6.118626595	6.13722229	5.744190693	5.193265915	5.549274921
NM_001248008	SKIL	6.585835934	7.162459373	6.762919426	5.802901268	6.19897747	6.198254108	5.74631691	5.303411961	5.570024014
NM_005602	CLDN11	17.81207275	17.51822662	15.91877937	33.8270874	34.66819382	34.61949539	22.29281235	22.41242027	23.01865578
NM_001185056	CLDN11	18.00430298	18.41294479	16.76730537	33.20136261	34.88093185	34.62101364	23.28564644	22.86056709	23.73418045
NM_020949	SLC7A14	0	0.009489656	0	0	0	0	0	0.010639108	0
NM_001099645	RPL22L1	13.91177464	15.60985851	15.72716618	14.213027	16.39160156	16.15188217	19.18614197	18.21494293	18.68003273
NM_020390	EIF5A2	13.43628693	13.85852051	13.304245	9.446268082	10.92833233	9.393297195	21.45986366	19.94714355	21.3448925
NM_000340	SLC2A2	0	0	0	0	0.014773538	0	0	0	0
NM_001161560	TNIK	4.536854267	5.720959663	5.855526924	3.081063747	3.101796627	3.514474869	5.943218231	6.488502026	6.330762386
NM_001161561	TNIK	4.595279217	5.7839818	5.920031071	3.115004539	3.135965824	3.553190231	6.008688927	6.550553322	6.416502953
